person_id,birthdate,school,country,height,weight,season_exp,position,rosterstatus,from_year,to_year
203928,1990-12-26 0:00,Baylor,USA,6-9,218,3,Forward,Inactive,2014,2015
1629610,1997-08-30 0:00,Tulsa,USA,6-5,222,4,Guard-Forward,Active,2019,2023
1631300,1999-01-22 0:00,Wyoming,USA,NULL,NULL,0,NULL,Inactive,NULL,NULL
2407,1981-11-25 0:00,Indiana,USA,6-11,240,12,Forward,Inactive,2002,2012
202724,1989-02-28 0:00,Hofstra,USA,6-3,215,3,Guard,Inactive,2011,2012
2798,1974-10-14 0:00,William Paterson,USA,6-1,180,2,Guard,Inactive,2004,2004
203098,1991-03-06 0:00,Vanderbilt,USA,6-4,215,7,Guard,Inactive,2012,2018
24,1968-11-02 0:00,East Tennessee State,USA,5-7,160,3,Guard,Inactive,1992,1994
1137,1970-01-11 0:00,Ohio State,USA,6-7,220,2,Forward,Inactive,1993,1996
77129,1967-06-24 0:00,Iowa,USA,7-0,237,2,Guard,Inactive,1990,1991
1629660,1997-07-08 0:00,Virginia,USA,6-5,195,4,Guard-Forward,Active,2019,2023
201998,1987-02-05 0:00,Baylor,USA,6-1,195,1,Guard,Inactive,2009,2009
200817,1983-12-02 0:00,Portland,USA,5-11,175,2,Guard,Inactive,2010,2010
2639,1979-07-08 0:00,Utah,USA,6-10,210,2,Forward,Inactive,2003,2004
101161,1987-05-01 0:00,No College,USA,6-9,240,15,Center-Forward,Inactive,2005,2018
77131,1931-04-21 0:00,Portland,USA,6-5,215,4,Forward,Inactive,1958,1961
1533,1974-10-02 0:00,College of Charleston,USA,6-3,195,14,Guard,Inactive,1997,2009
202356,1989-02-23 0:00,Nevada-Reno,USA,6-3,195,3,Guard,Inactive,2010,2011
77132,1920-05-17 0:00,Bemidji State,USA,6-5,236,5,Forward,Inactive,1948,1952
422,1965-03-25 0:00,Southern,USA,5-11,185,17,Guard,Inactive,1988,2003
1627744,1994-06-27 0:00,North Carolina,USA,6-10,230,2,Forward,Inactive,2016,2017
77130,1964-01-03 0:00,Alabama,USA,6-7,190,7,Forward,Inactive,1986,1992
1629661,1996-03-03 0:00,North Carolina,USA,6-8,210,4,Forward,Active,2019,2023
201291,1983-01-28 0:00,Alabama-Birmingham,USA,5-10,180,2,Guard,Inactive,2011,2011
77133,1949-03-31 0:00,California,USA,6-0,170,7,Guard,Inactive,1972,1978
202419,1985-07-17 0:00,Louisiana State,USA,6-11,210,4,Forward,Inactive,2010,2012
203187,1990-04-29 0:00,Dayton,USA,6-6,206,5,Forward,Inactive,2012,2015
77135,1956-07-18 0:00,Missouri,USA,6-4,175,3,Guard,Inactive,1981,1983
77136,1956-09-12 0:00,Florida A&M,USA,6-10,240,10,Center,Inactive,1978,1987
1626177,1995-09-22 0:00,Kentucky,USA,7-0,255,1,Center,Inactive,2017,2017
683,1965-10-26 0:00,Michigan State,USA,6-1,170,1,Guard,Inactive,1995,1995
77139,1921-12-06 0:00,Huntington,USA,5-11,170,4,Guard,Inactive,1949,1952
1746,1975-10-06 0:00,North Carolina-Charlotte,USA,6-9,245,1,Forward,Inactive,1999,1999
77141,1954-09-18 0:00,Pepperdine,USA,6-4,185,14,Guard,Inactive,1976,1989
2035,1980-05-05 0:00,Cincinnati,USA,6-9,210,8,Forward-Guard,Inactive,2000,2007
698,1959-05-01 0:00,Illinois,USA,NULL,NULL,17,Forward,Inactive,1981,1998
77144,1955-02-24 0:00,Auburn,USA,6-2,180,10,Guard,Inactive,1977,1986
77146,1958-11-23 0:00,Wake Forest,USA,6-3,185,10,Guard,Inactive,1981,1993
77147,1947-06-19 0:00,Stephen F. Austin,USA,6-11,245,3,Center,Inactive,1970,1973
77148,1956-12-08 0:00,St. John's (NY),USA,6-7,210,8,Forward,Inactive,1978,1985
77149,1948-12-18 0:00,Dillard,USA,6-11,205,13,Center,Inactive,1972,1985
77150,1935-12-13 0:00,Idaho,USA,6-6,230,10,Forward,Inactive,1963,1972
201274,1984-04-10 0:00,California State-San Bernardino,USA,6-8,255,3,Forward,Inactive,2011,2012
202707,1989-02-08 0:00,Purdue,USA,6-10,221,2,Forward,Inactive,2011,2011
1630552,2001-12-18 0:00,Duke,USA,6-8,219,2,Forward,Active,2021,2023
201949,1987-02-20 0:00,Wake Forest,USA,6-7,240,14,Forward,Active,2009,2023
2207,1981-06-29 0:00,Arkansas,USA,6-7,240,18,Guard-Forward,Inactive,2001,2021
77152,1947-10-18 0:00,Iowa,USA,6-7,200,12,Forward,Inactive,1970,1981
77153,1965-06-24 0:00,Western Kentucky,USA,6-9,220,1,Forward,Inactive,1987,1987
77154,1962-11-07 0:00,Michigan State,USA,6-8,240,1,Forward,Inactive,1985,1985
1630553,2002-03-10 0:00,Tennessee,USA,6-3,185,2,Guard,Active,2021,2023
134,1966-03-04 0:00,California,USA,6-1,190,12,Guard,Inactive,1987,1999
913,1969-03-14 0:00,UNLV,USA,6-7,235,10,Forward,Inactive,1991,2000
77156,1954-11-28 0:00,Kentucky,USA,6-3,205,1,Guard,Inactive,1977,1977
77158,1957-06-16 0:00,Texas A&M-Commerce,USA,6-11,205,1,Forward,Inactive,1980,1980
2669,1980-06-13 0:00,Tulane,USA,6-8,205,7,Forward,Inactive,2003,2008
77159,1957-09-07 0:00,Wichita State,USA,6-5,195,1,Forward,Inactive,1979,1979
77142,1959-08-14 0:00,Michigan State,USA,6-9,220,13,Forward-Guard,Inactive,1979,1995
77160,1956-02-08 0:00,UCLA,USA,6-7,218,11,Forward,Inactive,1977,1989
77168,1952-08-31 0:00,Aurora,USA,6-10,190,12,Forward,Inactive,1974,1985
77161,1943-04-17 0:00,Creighton,USA,6-7,220,4,Forward,Inactive,1966,1969
203910,1992-12-22 0:00,Arizona,USA,6-3,202,2,Guard,Inactive,2014,2014
204179,1989-05-26 0:00,Oregon State,Jamaica,6-9,220,2,Forward,Inactive,2017,2017
77163,1957-06-25 0:00,Tennessee,USA,6-9,205,4,Forward,Inactive,1980,1983
77164,1946-12-18 0:00,Grambling,USA,6-7,210,3,Center,Inactive,1968,1970
77165,1938-07-20 0:00,Minnesota,USA,6-8,215,1,Forward,Inactive,1960,1960
77166,1962-11-04 0:00,San Diego State,USA,6-8,240,1,Forward,Inactive,1986,1986
77134,1957-11-03 0:00,Oregon State,USA,6-10,235,10,Center,Inactive,1981,1990
201234,1984-08-30 0:00,Jackson State,USA,6-5,215,3,Guard,Inactive,2008,2011
204020,1992-05-07 0:00,Fresno State,USA,6-3,186,8,Guard,Inactive,2014,2021
77167,1956-09-01 0:00,Baylor,USA,6-2,200,13,Guard,Inactive,1979,1991
202325,1987-07-11 0:00,Syracuse,USA,6-7,215,10,Forward-Guard,Inactive,2010,2018
203130,1989-09-28 0:00,Marquette,USA,6-2,215,3,Guard,Inactive,2012,2013
77170,1966-12-18 0:00,Tampa,USA,6-8,210,1,Center,Inactive,1989,1989
77169,1929-02-04 0:00,Ohio State,USA,6-8,210,8,Center,Inactive,1951,1958
77171,1960-09-20 0:00,Wake Forest,USA,6-11,245,1,Center,Inactive,1982,1982
203999,1995-02-19 0:00,Mega Basket,Serbia,6-11,284,8,Center,Active,2015,2023
77172,1938-07-20 0:00,Ohio,USA,6-7,218,3,Forward,Inactive,1960,1962
2264,1978-09-09 0:00,Georgia Tech,USA,6-11,265,2,Center,Inactive,2001,2002
77173,1962-09-13 0:00,UNLV,USA,6-6,195,3,Guard,Inactive,1986,1989
77174,1971-12-03 0:00,Kansas State,USA,6-5,200,1,Forward,Inactive,1994,1994
77180,1966-03-18 0:00,Iowa,USA,6-7,175,1,Forward,Inactive,1988,1988
77193,1951-12-18 0:00,North Carolina,USA,6-9,210,10,Forward,Inactive,1976,1985
1630637,1997-12-23 0:00,Louisville,USA,6-0,174,2,Guard,Active,2021,2023
279,1957-04-03 0:00,Albany State (GA),USA,6-9,215,15,Forward-Center,Inactive,1983,1997
77178,1962-01-12 0:00,Louisville,USA,6-8,215,4,Forward,Inactive,1984,1988
1869,1975-07-17 0:00,Long Island-Brooklyn,USA,6-3,180,2,Guard,Inactive,1998,1999
2563,1980-12-27 0:00,Duke,USA,6-6,225,14,Guard-Forward,Inactive,2003,2016
1627745,1995-06-30 0:00,Vanderbilt,USA,6-11,245,7,Center,Active,2016,2023
1800,1976-08-25 0:00,Houston,USA,6-3,195,12,Guard,Inactive,1998,2008
203199,1990-06-20 0:00,Miami,USA,6-8,221,2,Forward,Inactive,2012,2012
202346,1988-10-15 0:00,South Florida,USA,6-5,215,3,Guard,Inactive,2010,2012
963,1975-06-02 0:00,Mississippi State,USA,6-8,220,1,Forward,Inactive,1997,1997
101204,1983-06-09 0:00,St. Joseph's (PA),USA,6-11,248,7,Forward-Center,Inactive,2005,2012
77182,1952-02-27 0:00,Houston,USA,6-10,210,10,Forward,Inactive,1973,1982
77183,1961-01-13 0:00,District of Columbia,USA,7-0,210,2,Center,Inactive,1984,1985
224,1971-10-20 0:00,Temple,USA,6-6,200,15,Guard-Forward,Inactive,1994,2007
77184,1956-06-17 0:00,Nevada-Reno,USA,6-10,225,6,Forward,Inactive,1980,1985
2410,1979-03-11 0:00,Oregon,USA,6-2,225,8,Guard,Inactive,2002,2008
1630529,1998-10-06 0:00,Alabama,USA,6-7,206,2,Forward,Active,2021,2023
77185,1949-05-09 0:00,Assumption,USA,6-3,180,1,Guard,Inactive,1971,1971
1627883,1993-05-27 0:00,Texas A&M,USA,6-7,220,3,Forward,Inactive,2017,2018
2592,1980-10-04 0:00,Miami,USA,6-8,218,15,Guard-Forward,Inactive,2003,2016
1629203,1995-04-09 0:00,New Mexico State,USA,6-5,175,2,Forward,Inactive,2018,2021
77186,1945-01-01 0:00,Grambling,USA,6-4,188,3,Guard,Inactive,1974,1976
77187,1943-03-12 0:00,California State-Los Angeles,USA,6-7,205,1,Forward,Inactive,1967,1967
1908,1979-02-10 0:00,Georgia,USA,6-8,230,9,Forward,Inactive,1999,2006
77188,1932-05-25 0:00,San Francisco,USA,6-1,200,9,Guard,Inactive,1958,1966
1630539,2001-01-19 0:00,Texas,Bahamas,6-11,221,2,Center-Forward,Active,2021,2023
203158,1989-08-25 0:00,West Virginia,USA,6-8,260,2,Forward,Inactive,2012,2012
77200,1942-09-22 0:00,Toledo,USA,6-2,180,2,Guard,Inactive,1964,1973
77189,1953-07-09 0:00,Albany State (GA),USA,6-9,225,6,Forward,Inactive,1979,1984
2891,1975-05-25 0:00,St. Bonaventure,USA,6-6,215,1,Guard,Inactive,1983,2004
90000,1961-04-10 0:00,St. Bonaventure,USA,NULL,NULL,1,NULL,Inactive,1983,1983
1630222,1998-07-21 0:00,Arkansas,USA,6-4,200,3,Guard,Inactive,2020,2021
77191,1960-11-20 0:00,California State-Fullerton,USA,6-11,235,2,Center,Inactive,1984,1985
461,1970-06-17 0:00,Murray State,USA,6-8,265,12,Forward,Inactive,1993,2003
77192,1946-12-27 0:00,Memphis,USA,6-8,220,1,Forward,Inactive,1976,1976
77194,1954-02-02 0:00,St. Louis,USA,6-9,225,2,Center,Inactive,1976,1977
2652,1966-04-06 0:00,St. John's (NY),USA,6-8,210,2,Forward,Inactive,1988,1988
200780,1984-07-16 0:00,South Florida,USA,6-10,235,8,Forward,Inactive,2006,2013
77197,1942-10-17 0:00,Oregon,USA,6-5,205,1,Guard,Inactive,1975,1975
203093,1992-01-09 0:00,Kentucky,USA,6-9,252,6,Forward,Inactive,2012,2018
1630200,2000-01-08 0:00,Duke,USA,6-1,185,3,Guard,Active,2020,2023
1626145,1996-05-10 0:00,Duke,USA,6-2,196,8,Guard,Active,2015,2023
77198,1942-02-14 0:00,Villanova,USA,6-2,180,10,Guard,Inactive,1964,1975
77199,1926-07-14 0:00,Kentucky,USA,6-4,225,3,Forward,Inactive,1949,1951
77201,1947-02-27 0:00,Albany State (GA),USA,6-8,205,2,Forward,Inactive,1976,1977
77203,1959-09-01 0:00,Vanderbilt,USA,6-8,190,2,Forward,Inactive,1982,1983
203103,1991-09-24 0:00,Baylor,USA,6-11,235,4,Forward,Inactive,2012,2014
1627884,1997-02-15 0:00,UNLV,USA,6-6,210,7,Forward,Active,2016,2023
1817,1970-08-21 0:00,Kansas,USA,5-11,170,2,Guard,Inactive,1993,1998
201599,1988-07-21 0:00,Texas A&M,USA,6-11,265,15,Center,Active,2008,2023
77205,1955-01-29 0:00,Rutgers,USA,6-1,170,7,Guard,Inactive,1977,1983
202366,1986-09-29 0:00,Tulsa,Jamaica,7-0,253,3,Center,Inactive,2011,2014
893,1963-02-17 0:00,North Carolina,USA,6-6,216,15,Guard,Inactive,1984,2002
674,1968-01-26 0:00,New Mexico State,USA,6-4,195,6,Guard,Inactive,1993,1999
77208,1968-05-23 0:00,Oklahoma State,USA,6-10,220,1,Forward,Inactive,1992,1992
77210,1933-09-12 0:00,Whitworth,USA,6-10,205,7,Center,Inactive,1956,1962
77211,1921-12-28 0:00,DePaul,USA,6-2,185,2,Guard,Inactive,1947,1948
77212,1925-05-18 0:00,Iowa,USA,6-9,228,5,Center,Inactive,1946,1952
77213,1920-09-02 0:00,Ohio State,USA,6-5,200,1,Center,Inactive,1946,1946
202709,1991-08-20 0:00,Texas,Canada,6-3,200,12,Guard,Active,2011,2023
2123,1973-08-08 0:00,St. Rose,USA,7-2,306,2,Center,Inactive,2000,2000
203126,1988-12-17 0:00,Syracuse,Canada,6-7,210,2,Forward,Inactive,2012,2012
77214,1957-10-31 0:00,Georgia Tech,USA,6-11,245,1,Forward,Inactive,1985,1985
1631107,2003-06-09 0:00,                                   ,Serbia,6-10,205,1,Forward,Active,2022,2023
1630548,2001-03-17 0:00,UCLA,USA,6-6,209,1,Guard,Active,2022,2023
77217,1925-09-15 0:00,DePaul,USA,6-2,175,1,Guard,Inactive,1948,1948
77218,1928-02-22 0:00,Holy Cross,USA,6-3,190,5,Forward,Inactive,1948,1952
77219,1932-10-13 0:00,Minnesota,USA,6-6,245,3,Center,Inactive,1954,1956
1630686,1999-01-02 0:00,Panathinaikos,Greece,6-7,192,1,Forward,Inactive,2021,2021
2549,1982-04-28 0:00,Central Michigan,USA,7-0,265,14,Center,Inactive,2003,2015
1626163,1993-04-04 0:00,Wisconsin,USA,7-0,240,8,Forward-Center,Active,2015,2023
77221,1919-05-18 0:00,New York University,USA,6-2,170,2,Guard,Inactive,1946,1947
2574,1981-02-02 0:00,UCLA,USA,6-8,215,9,Forward,Inactive,2003,2011
77222,1919-04-13 0:00,Forest Hills HS (NY),USA,5-10,165,1,Guard,Inactive,1946,1946
203508,1993-10-26 0:00,Zenit Saint Petersburg,Russia,6-7,208,4,Guard-Forward,Inactive,2013,2015
201207,1983-06-08 0:00,Boise State,USA,6-5,215,3,Guard,Inactive,2007,2009
77223,1951-05-12 0:00,North Carolina,USA,6-2,185,2,Guard,Inactive,1976,1977
77225,1923-08-13 0:00,Minneapolis Vocational HS (MN),USA,5-11,185,1,Guard,Inactive,1946,1946
2435,1980-04-05 0:00,Skyliners Frankfurt,Croatia,7-1,260,2,Center,Inactive,2004,2005
77226,1923-04-17 0:00,North Carolina State,USA,6-0,185,2,Guard,Inactive,1948,1949
77227,1946-07-13 0:00,Guilford,USA,6-8,240,7,Forward,Inactive,1968,1974
201619,1985-05-08 0:00,Kansas,Russia,6-11,260,2,Center,Inactive,2008,2015
77228,1915-09-07 0:00,Loyola-Chicago,USA,5-11,180,1,Guard,Inactive,1946,1946
77230,1929-06-18 0:00,Princeton,USA,6-2,178,1,Guard,Inactive,1954,1954
77231,1936-10-06 0:00,North Carolina,USA,5-11,185,1,Guard,Inactive,1958,1958
228,1970-02-22 0:00,Stanford,USA,6-9,230,9,Forward,Inactive,1992,2000
77233,1963-09-18 0:00,Santa Clara,USA,6-4,185,1,Guard,Inactive,1985,1985
1631211,2003-08-26 0:00,Duke,USA,6-4,221,1,Guard,Active,2022,2023
77234,1905-04-05 0:00,St. John's (NY),USA,NULL,NULL,1,NULL,Inactive,1946,1946
77235,1953-03-23 0:00,Stanford,USA,7-0,235,11,Center,Inactive,1975,1985
77236,1961-07-02 0:00,Ohio State,USA,6-7,225,5,Forward,Inactive,1982,1986
77237,1918-06-14 0:00,Marshall,USA,6-2,172,2,Forward,Inactive,1946,1947
203527,1991-04-09 0:00,Duke,USA,6-11,230,5,Forward,Inactive,2013,2016
77238,1924-03-05 0:00,New York University,USA,6-0,170,1,Guard,Inactive,1948,1948
77239,1957-09-17 0:00,Michigan State,USA,6-7,190,6,Forward,Inactive,1979,1984
77240,1949-04-11 0:00,Central Michigan,USA,6-3,195,1,Guard,Inactive,1973,1973
431,1969-11-26 0:00,Concord HS (IN),USA,6-10,280,15,Forward,Inactive,1989,2002
1118,1964-01-25 0:00,Notre Dame,USA,6-10,245,8,Center,Inactive,1986,1997
77242,1950-09-11 0:00,Purdue,USA,6-6,198,1,Forward,Inactive,1974,1974
1628379,1996-06-24 0:00,Duke,USA,6-5,206,6,Guard,Active,2017,2023
202810,1989-11-05 0:00,St. John's (NY),USA,6-5,214,2,Guard-Forward,Inactive,2011,2011
77244,1947-01-12 0:00,Duke,USA,6-6,210,2,Forward,Inactive,1968,1969
77245,1938-05-17 0:00,Temple,USA,5-11,180,1,Guard,Inactive,1960,1960
77247,1930-12-01 0:00,St. Bonaventure,USA,6-2,187,6,Guard,Inactive,1953,1959
1801,1974-06-06 0:00,East Carolina,USA,6-11,245,2,Center,Inactive,1998,2002
77248,1932-08-17 0:00,Illinois,USA,6-9,230,12,Center,Inactive,1954,1965
77249,1925-01-30 0:00,Loyola-Chicago,USA,6-6,215,4,Forward,Inactive,1949,1952
760,1962-06-26 0:00,Longwood,USA,NULL,NULL,17,NULL,Inactive,1984,2000
77251,1967-01-13 0:00,Georgia,USA,6-11,230,4,Forward,Inactive,1990,1993
1631117,2001-07-26 0:00,Auburn,USA,7-0,245,1,Center,Active,2022,2023
1930,1977-02-01 0:00,Massachusetts,USA,NULL,NULL,2,Forward,Inactive,1999,2000
1630296,1997-02-14 0:00,Virginia,USA,6-8,225,2,Forward,Inactive,2021,2022
705,1966-04-19 0:00,Southern Mississippi,USA,6-7,210,5,Forward,Inactive,1988,1995
2751,1982-08-03 0:00,CSKA Moscow,Russia,NULL,NULL,4,NULL,Inactive,2004,2008
467,1973-03-23 0:00,California,USA,6-4,210,19,Guard,Inactive,1994,2012
1629742,1992-03-18 0:00,Colorado State,USA,6-6,216,1,Forward,Inactive,2019,2019
77254,1970-09-09 0:00,Middle Tennessee State,USA,6-9,235,1,Forward,Inactive,1993,1993
203077,1993-09-26 0:00,Kentucky,USA,6-6,232,9,Forward,Inactive,2012,2019
77255,1951-08-08 0:00,Oklahoma Baptist,USA,6-9,225,1,Forward,Inactive,1979,1979
77256,1929-01-05 0:00,Syracuse,USA,6-1,170,2,Guard,Inactive,1951,1952
77258,1956-05-16 0:00,Louisiana-Monroe,USA,6-10,230,1,Center,Inactive,1979,1979
203930,1990-01-06 0:00,Cincinnati,USA,6-4,212,4,Guard,Inactive,2014,2017
77259,1942-09-07 0:00,Connecticut,USA,6-6,220,9,Forward,Inactive,1966,1974
77260,1966-04-09 0:00,Loyola-Marymount,USA,6-4,190,3,Guard,Inactive,1990,1992
77261,1966-04-24 0:00,Xavier,USA,5-11,153,2,Forward,Inactive,1989,1992
77262,1958-05-22 0:00,North Carolina-Charlotte,USA,6-4,190,1,Guard,Inactive,1980,1980
77263,1959-12-17 0:00,Maryland,USA,6-6,190,9,Forward,Inactive,1981,1991
77264,1956-12-04 0:00,Tennessee,USA,6-7,205,14,Forward,Inactive,1977,1992
12,1969-07-24 0:00,Wake Forest,USA,6-8,215,3,Forward,Inactive,1993,1998
701,1972-06-06 0:00,Western Carolina,USA,6-1,185,2,Guard,Inactive,1995,1996
77268,1928-08-16 0:00,University of Charleston,USA,6-0,175,6,Guard,Inactive,1951,1957
1628994,1994-01-15 0:00,Colorado,USA,6-6,220,2,Forward-Guard,Inactive,2018,2021
1562,1972-11-25 0:00,Nicholls State,USA,NULL,NULL,3,Forward,Inactive,1998,2000
77270,1941-02-07 0:00,Tulsa,USA,6-2,175,10,Guard,Inactive,1963,1972
728,1973-08-09 0:00,Michigan,USA,6-5,210,2,Guard,Inactive,1995,1996
1629663,1999-04-06 0:00,Oregon,USA,6-7,205,4,Forward,Active,2019,2023
77272,1935-03-12 0:00,Kansas,USA,6-2,195,2,Guard,Inactive,1959,1962
77273,1957-02-14 0:00,Alabama,USA,6-6,225,6,Forward,Inactive,1979,1984
1101,1969-04-04 0:00,Nebraska,USA,7-2,260,4,Center,Inactive,1991,1994
351,1967-01-29 0:00,Oklahoma,USA,6-11,250,8,Forward-Center,Inactive,1989,1996
77276,1924-03-09 0:00,Michigan,USA,6-0,165,1,Guard,Inactive,1946,1946
200814,1984-03-21 0:00,South Carolina,USA,6-6,189,4,Guard,Inactive,2006,2008
1905,1981-02-18 0:00,CSKA Moscow,Russia,6-9,235,13,Forward,Inactive,2001,2014
203945,1991-11-14 0:00,New Mexico,USA,7-0,245,1,Center,Inactive,2014,2014
1630557,1999-03-03 0:00,Gonzaga,USA,6-6,224,2,Forward,Active,2021,2023
77279,1938-03-21 0:00,Duke,USA,6-9,210,1,Forward,Inactive,1961,1961
1123,1961-08-05 0:00,Brigham Young,USA,6-11,250,12,Center,Inactive,1983,1994
954,1974-06-12 0:00,Villanova,USA,6-5,185,9,Guard,Inactive,1996,2004
1628467,1992-01-29 0:00,Bayern Munich,Germany,6-10,240,6,Forward,Active,2017,2023
170,1962-01-04 0:00,Arkansas,USA,6-11,255,15,Center,Inactive,1985,1999
101132,1985-01-03 0:00,Missouri,Lithuania,6-8,234,8,Forward,Inactive,2005,2012
77283,1923-05-21 0:00,Notre Dame,USA,6-2,170,2,Guard,Inactive,1948,1949
77284,1921-10-21 0:00,Villanova,USA,5-7,150,1,Guard,Inactive,1947,1947
77285,1926-01-06 0:00,Indiana State,USA,6-3,175,2,Guard,Inactive,1949,1950
77287,1905-04-14 0:00,Weaver HS (CT),USA,6-2,185,1,Guard-Forward,Inactive,1954,1954
2688,1981-12-16 0:00,Pittsburgh,USA,6-0,180,1,Guard,Inactive,2004,2004
202688,1991-12-02 0:00,Kentucky,USA,6-2,182,9,Guard,Inactive,2011,2021
1861,1967-03-03 0:00,Dayton,USA,6-1,175,6,Guard,Inactive,1990,1998
77289,1955-05-03 0:00,Notre Dame,USA,6-9,210,4,Forward,Inactive,1977,1981
969,1974-09-13 0:00,Connecticut,USA,7-0,235,8,Center,Inactive,1996,2002
77291,1921-07-15 0:00,Detroit,USA,6-7,215,4,Center,Inactive,1946,1949
77292,1931-08-09 0:00,Kansas State,USA,6-6,215,1,Center,Inactive,1953,1953
77293,1946-02-27 0:00,Davidson,USA,6-9,215,1,Center,Inactive,1968,1968
1628995,1999-08-11 0:00,Kentucky,USA,6-7,215,5,Forward,Active,2018,2023
77294,1964-03-24 0:00,Nebraska-Kearney,USA,6-4,210,5,Forward,Inactive,1987,1992
77295,1939-07-15 0:00,Marquette,USA,6-3,202,12,Forward,Inactive,1963,1974
1631132,2000-06-20 0:00,Arizona,Cameroon,7-0,230,1,Center,Active,2022,2023
77296,1920-06-22 0:00,Wyoming,USA,6-7,212,1,Center,Inactive,1949,1949
402,1963-05-17 0:00,Southern Methodist,USA,7-0,250,11,Center,Inactive,1985,1995
1629723,1996-03-22 0:00,Indiana-Purdue Fort Wayne,USA,6-5,210,4,Guard,Active,2019,2023
77299,1942-08-09 0:00,Oklahoma City,USA,6-6,210,1,Guard,Inactive,1964,1964
77300,1960-06-12 0:00,Detroit,USA,6-9,240,3,Forward,Inactive,1982,1984
1627788,1997-07-24 0:00,Anadolu Efes,Turkey,6-7,202,6,Guard-Forward,Active,2017,2023
77301,1967-01-27 0:00,Vanderbilt,USA,6-9,225,2,Forward,Inactive,1989,1990
101117,1987-05-07 0:00,CSKA Moscow,Russia,6-9,203,3,Forward,Inactive,2005,2006
77302,1951-11-29 0:00,Tennessee,USA,6-11,245,2,Center,Inactive,1974,1975
77305,1951-07-01 0:00,Toledo,USA,6-8,220,3,Forward,Inactive,1973,1975
77306,1956-10-02 0:00,Augustana (SD),USA,6-9,220,1,Center,Inactive,1979,1979
77307,1942-11-10 0:00,New York University,USA,6-4,200,1,Forward,Inactive,1964,1964
77308,1955-11-30 0:00,San Diego State,USA,6-7,203,5,Forward,Inactive,1978,1982
77309,1923-02-13 0:00,Georgetown,USA,6-0,195,1,Guard,Inactive,1948,1948
77310,1926-11-19 0:00,Rider,USA,6-1,190,1,Guard,Inactive,1948,1948
203139,1987-08-25 0:00,Donetsk,Ukraine,6-11,254,2,Center,Inactive,2012,2013
77311,1935-09-08 0:00,Southern Methodist,USA,6-8,230,7,Center,Inactive,1957,1963
1630249,2000-06-19 0:00,Zaragoza,Czech Republic,6-8,195,2,Guard,Active,2021,2023
77312,1957-01-04 0:00,Drake,USA,6-4,175,1,Guard,Inactive,1980,1980
77313,1943-02-28 0:00,Kentucky,USA,6-5,200,3,Guard,Inactive,1966,1968
2420,1983-07-25 0:00,Partizan,Serbia,7-0,240,8,Center,Inactive,2004,2010
1474,1964-09-23 0:00,Montana,USA,6-9,220,9,Forward,Inactive,1986,1996
77316,1947-11-06 0:00,Bradley,USA,6-8,215,9,Forward,Inactive,1969,1977
77317,1926-12-25 0:00,Bowling Green,USA,5-11,160,1,Guard,Inactive,1949,1949
77319,1925-06-25 0:00,St. Mary's (CA),USA,6-2,193,4,Guard,Inactive,1949,1952
77320,1955-02-06 0:00,North Carolina,USA,6-2,180,3,Guard,Inactive,1977,1979
77322,1922-02-17 0:00,Notre Dame,USA,6-3,200,2,Forward,Inactive,1947,1948
389,1968-09-18 0:00,Benetton Treviso,Croatia,6-11,235,13,Forward,Inactive,1993,2005
1629083,1998-01-04 0:00,                                   ,Lithuania,6-10,209,2,Forward,Inactive,2021,2021
77323,1951-11-11 0:00,Iowa,USA,7-0,230,9,Center,Inactive,1973,1981
77324,1954-05-24 0:00,North Carolina,USA,6-9,230,9,Forward,Inactive,1976,1985
77325,1953-01-16 0:00,Michigan,USA,6-6,220,3,Center,Inactive,1975,1977
1629066,1998-02-05 0:00,FC Barcelona,Latvia,6-9,228,3,Forward,Inactive,2018,2020
201633,1985-03-05 0:00,Notre Dame,USA,6-9,232,2,Forward,Inactive,2008,2009
2825,1974-01-07 0:00,Ulkerspor,Turkey,6-6,200,1,Guard,Inactive,2004,2004
1628398,1995-07-24 0:00,Utah,USA,6-9,221,6,Forward,Active,2017,2023
203136,1990-05-16 0:00,Malaga,Serbia,7-0,260,2,Center,Inactive,2013,2014
1627851,1989-10-19 0:00,Malaga,Lithuania,6-9,215,2,Forward,Inactive,2016,2017
1711,1976-05-29 0:00,Kansas,USA,6-11,240,11,Center-Forward,Inactive,1998,2008
77328,1955-02-10 0:00,North Carolina,USA,6-10,220,6,Center,Inactive,1977,1984
1631222,2001-11-03 0:00,Wake Forest,USA,6-7,235,1,Forward,Active,2022,2023
77340,1937-11-11 0:00,Dartmouth,USA,6-8,220,10,Forward,Inactive,1959,1968
203897,1995-03-10 0:00,UCLA,USA,6-5,200,9,Guard,Active,2014,2023
1627746,1996-03-18 0:00,Kentucky,Haiti,6-10,235,5,Forward-Center,Inactive,2016,2019
363,1969-08-17 0:00,Duke,USA,6-11,245,14,Forward-Center,Inactive,1992,2004
201802,1984-05-06 0:00,Houston,USA,6-2,190,2,Guard,Inactive,2009,2009
100263,1900-01-01 0:00,NULL,USA,6-11,245,14,Center,Inactive,1980,1993
77329,1920-06-23 0:00,Ohio,USA,6-2,190,1,Forward,Inactive,1946,1946
1630237,1998-01-20 0:00,Vermont,USA,6-6,227,3,Forward,Active,2020,2023
203117,1991-11-06 0:00,Kentucky,USA,6-4,200,2,Guard,Inactive,2012,2013
